Unicode,Glyph Name,Character
1f3bb,violin,🎻
1f3be,tennis-ball,🎾
1f3c0,basketball,🏀
1f3c1,flag-checkered,🏁
1f3c2,person-snowboarding,🏂
1f3c3,person-running,🏃
1f3c5,medal,🏅
1f3c6,trophy,🏆
1f3c8,football,🏈
1f3ca,person-swimming,🏊
1f3cd,motorcycle,🏍
1f3cf,cricket-bat-ball,🏏
1f3d0,volleyball,🏐
1f3d1,field-hockey-stick-ball,🏑
1f3d3,table-tennis-paddle-ball,🏓
1f3d4,mountain,🏔
1f3d6,umbrella-beach,🏖
1f3d9,city,🏙
1f3db,landmark,🏛
1f3dd,island-tropical,🏝
1f3e0,house,🏠
1f3e2,building,🏢
1f3e5,hospital,🏥
1f3e8,hotel,🏨
1f3eb,school,🏫
1f3ed,industry-windows,🏭
1f3f4,flag,🏴
1f3f7,tag,🏷
1f3f9,bow-arrow,🏹
1f404,cow,🐄
1f407,rabbit,🐇
1f408,cat,🐈
1f409,dragon,🐉
1f40b,whale,🐋
1f40d,snake,🐍
1f40e,horse,🐎
1f40f,ram,🐏
1f411,sheep,🐑
1f412,monkey,🐒
1f415,dog,🐕
1f416,pig,🐖
1f418,elephant,🐘
1f41f,fish,🐟
1f422,turtle,🐢
1f441,eye,👁
1f442,ear,👂
1f444,lips,👄
1f44d,thumbs-up,👍
1f44e,thumbs-down,👎
1f451,crown,👑
1f453,glasses-round,👓
1f455,shirt,👕
1f464,user,👤
1f465,user-group,👥
1f477,user-helmet-safety,👷
1f47b,ghost,👻
1f47d,alien,👽
1f47e,alien-8bit,👾
1f480,skull,💀
1f489,syringe,💉
1f48e,gem,💎
1f494,heart-crack,💔
1f499,heart,💙
1f49a,heart,💚
1f49b,heart,💛
1f49c,heart,💜
1f49f,square-heart,💟
1f4a1,lightbulb,💡
1f4a3,bomb,💣
1f4a4,snooze,💤
1f4a7,droplet,💧
1f4a9,poo,💩
1f4ac,comment-dots,💬
1f4af,hundred-points,💯
1f4b0,sack-dollar,💰
1f4b2,dollar-sign,💲
1f4b3,credit-card,💳
1f4bb,laptop,💻
1f4bc,briefcase,💼
1f4bd,album,💽
1f4be,floppy-disk,💾
1f4bf,compact-disc,💿
1f4c0,compact-disc,📀
1f4c1,folder,📁
1f4c2,folder-open,📂
1f4c4,file,📄
1f4c5,calendar,📅
1f4c6,calendar,📆
1f4c9,chart-line-down,📉
1f4cb,clipboard,📋
1f4cc,thumbtack,📌
1f4cd,map-pin,📍
1f4ce,paperclip,📎
1f4cf,ruler,📏
1f4d0,ruler-triangle,📐
1f4d4,book,📔
1f4d5,book-blank,📕
1f4d6,book-open,📖
1f4d7,book-blank,📗
1f4d8,book-blank,📘
1f4d9,book-blank,📙
1f4da,books,📚
1f4dc,scroll,📜
1f4dd,file-pen,📝
1f4de,phone,📞
1f4df,pager,📟
1f4e0,fax,📠
1f4e1,satellite-dish,📡
1f4e2,bullhorn,📢
1f4e3,megaphone,📣
1f4e4,inbox-out,📤
1f4e5,inbox-in,📥
1f4e6,box,📦
1f4ea,mailbox,📪
1f4f0,newspaper,📰
1f4f1,mobile,📱
1f4f6,signal,📶
1f4f7,camera-retro,📷
1f4f9,camcorder,📹
1f4fa,tv-retro,📺
1f4fb,radio,📻
1f4fc,cassette-vhs,📼
1f4fe,boombox,📾
1f500,shuffle,🔀
1f501,repeat,🔁
1f502,repeat-1,🔂
1f504,rotate,🔄
1f507,volume-slash,🔇
1f508,volume-low,🔈
1f509,volume,🔉
1f50a,volume-high,🔊
1f50b,battery-full,🔋
1f50c,plug,🔌
1f50d,magnifying-glass,🔍
1f511,key,🔑
1f512,lock,🔒
1f513,unlock,🔓
1f514,bell,🔔
1f515,bell-slash,🔕
1f516,bookmark,🔖
1f517,link,🔗
1f518,circle-dot,🔘
1f523,symbols,🔣
1f525,fire,🔥
1f526,flashlight,🔦
1f527,wrench,🔧
1f528,hammer,🔨
1f52a,knife-kitchen,🔪
1f52c,microscope,🔬
1f52d,telescope,🔭
1f534,circle,🔴
1f535,circle,🔵
1f547,cross,🕇
1f549,om,🕉
1f54a,dove,🕊
1f54b,kaaba,🕋
1f54c,mosque,🕌
1f54d,synagogue,🕍
1f54e,hanukiah,🕎
1f553,clock,🕓
1f56b,bullhorn,🕫
1f56d,bell-on,🕭
1f56e,book-open,🕮
1f56f,candle-holder,🕯
1f571,skull-crossbones,🕱
1f575,user-secret,🕵
1f576,sunglasses,🕶
1f577,spider,🕷
1f578,spider-web,🕸
1f579,joystick,🕹
1f57b,phone,🕻
1f57d,phone-flip,🕽
1f582,envelope,🖂
1f588,thumbtack,🖈
1f58a,pen,🖊
1f58b,pen-fancy,🖋
1f58c,paintbrush,🖌
1f595,hand-middle-finger,🖕
1f596,hand-spock,🖖
1f5a4,heart,🖤
1f5a5,desktop,🖥
1f5a8,print,🖨
1f5a9,calculator,🖩
1f5aa,floppy-disk,🖪
1f5ad,cassette-tape,🖭
1f5b1,computer-mouse,🖱
1f5b4,hard-drive,🖴
1f5b6,print,🖶
1f5b7,fax,🖷
1f5b8,compact-disc,🖸
1f5b9,file-lines,🖹
1f5bb,file-image,🖻
1f5bf,folder,🖿
1f5c1,folder-open,🗁
1f5c4,cabinet-filing,🗄
1f5cb,file,🗋
1f5ce,file-lines,🗎
1f5d4,browser,🗔
1f5d5,window-minimize,🗕
1f5d6,window-maximize,🗖
1f5d8,arrows-rotate,🗘
1f5d9,xmark,🗙
1f5dd,key-skeleton,🗝
1f5e1,sword,🗡
1f5e2,lips,🗢
1f5e9,comment,🗩
1f5ea,comments,🗪
1f5f3,box-ballot,🗳
1f5fa,map,🗺
1f600,face-grin,😀
1f601,face-laugh-beam,😁
1f602,face-grin-tears,😂
1f603,face-grin-wide,😃
1f604,face-grin-beam,😄
1f605,face-grin-beam-sweat,😅
1f606,face-grin-squint,😆
1f609,face-smile-wink,😉
1f60a,face-smile-beam,😊
1f60d,face-grin-hearts,😍
1f610,face-meh,😐
1f617,face-kiss,😗
1f618,face-kiss-wink-heart,😘
1f619,face-kiss-beam,😙
1f61b,face-grin-tongue,😛
1f61c,face-grin-tongue-wink,😜
1f61d,face-grin-tongue-squint,😝
1f620,face-angry,😠
1f622,face-sad-tear,😢
1f626,face-frown-open,😦
1f62b,face-tired,😫
1f62c,face-grimace,😬
1f62d,face-sad-cry,😭
1f62e,face-surprise,😮
1f633,face-flushed,😳
1f636,face-meh-blank,😶
1f642,face-smile,🙂
1f644,face-rolling-eyes,🙄
1f680,rocket-launch,🚀
1f681,helicopter,🚁
1f686,train,🚆
1f68a,train-tram,🚊
1f68d,bus,🚍
1f690,van-shuttle,🚐
1f691,truck-medical,🚑
1f696,taxi,🚖
1f697,car-side,🚗
1f698,car,🚘
1f69a,truck,🚚
1f69c,tractor,🚜
1f6a1,cable-car,🚡
1f6a2,ship,🚢
1f6a6,traffic-light,🚦
1f6a9,flag-pennant,🚩
1f6aa,door-closed,🚪
1f6ab,ban,🚫
1f6ac,smoking,🚬
1f6ad,ban-smoking,🚭
1f6b0,faucet-drip,🚰
1f6b2,bicycle,🚲
1f6b4,person-biking,🚴
1f6b5,person-biking-mountain,🚵
1f6b6,person-walking,🚶
1f6bd,toilet,🚽
1f6bf,shower,🚿
1f6c1,bath,🛁
1f6cc,bed,🛌
1f6cd,bags-shopping,🛍
1f6ce,bell-concierge,🛎
1f6cf,bed-empty,🛏
1f6d0,person-praying,🛐
1f6d1,octagon,🛑
1f6d2,cart-shopping,🛒
1f6e1,shield,🛡
1f6e3,road,🛣
1f6eb,plane-departure,🛫
1f6ec,plane-arrival,🛬
1f6f0,satellite,🛰
1f6f8,ufo,🛸
1f6fb,truck-pickup,🛻
1f7e0,circle,🟠
1f7e1,circle,🟡
1f7e2,circle,🟢
1f7e3,circle,🟣
1f7e4,circle,🟤
1f7e5,square-full,🟥
1f7e6,square-full,🟦
1f7e7,square-full,🟧
1f7e8,square-full,🟨
1f7e9,square-full,🟩
1f7ea,square-full,🟪
1f7eb,square-full,🟫
1f90d,heart,🤍
1f90e,heart,🤎
1f916,robot,🤖
1f91a,hand,🤚
1f91d,handshake-simple,🤝
1f923,face-grin-squint-tears,🤣
1f929,face-grin-stars,🤩
1f92d,face-beam-hand-over-mouth,🤭
1f941,drum,🥁
1f942,champagne-glasses,🥂
1f943,whiskey-glass,🥃
1f944,spoon,🥄
1f94a,boxing-glove,🥊
1f94c,curling-stone,🥌
1f94e,baseball,🥎
1f950,croissant,🥐
1f952,cucumber,🥒
1f953,bacon,🥓
1f954,potato,🥔
1f955,carrot,🥕
1f956,baguette,🥖
1f957,salad,🥗
1f958,pan-food,🥘
1f959,flatbread-stuffed,🥙
1f95a,egg,🥚
1f95b,glass,🥛
1f95c,peanuts,🥜
1f95e,pancakes,🥞
1f963,bowl-spoon,🥣
1f964,cup-straw,🥤
1f966,broccoli,🥦
1f967,pie,🥧
1f968,pretzel,🥨
1f969,steak,🥩
1f96a,sandwich,🥪
1f96b,can-food,🥫
1f96c,leafy-green,🥬
1f96f,bagel,🥯
1f977,user-ninja,🥷
1f979,face-holding-back-tears,🥹
1f97e,boot,🥾
1f980,crab,🦀
1f984,unicorn,🦄
1f986,duck,🦆
1f98c,deer,🦌
1f990,shrimp,🦐
1f991,squid,🦑
1f99b,hippo,🦛
1f99e,lobster,🦞
1f9a1,badger-honey,🦡
1f9a6,otter,🦦
1f9ae,dog-leashed,🦮
1f9b4,bone,🦴
1f9b7,tooth,🦷
1f9c0,cheese-swiss,🧀
1f9c1,cupcake,🧁
1f9c2,salt-shaker,🧂
1f9c4,garlic,🧄
1f9c5,onion,🧅
1f9c6,falafel,🧆
1f9c7,waffle,🧇
1f9c8,butter,🧈
1f9cd,person,🧍
1f9e0,brain,🧠
1f9e1,heart,🧡
1f9e3,scarf,🧣
1f9e6,socks,🧦
1f9e9,puzzle-piece,🧩
1f9ea,vial,🧪
1f9ec,dna,🧬
1f9ed,compass,🧭
1f9ee,abacus,🧮
1f9ef,fire-extinguisher,🧯
1f9f0,toolbox,🧰
1f9f2,magnet,🧲
1f9f3,suitcase,🧳
1f9f9,broom,🧹
1f9fb,toilet-paper,🧻
1f9fc,soap,🧼
1f9fe,receipt,🧾
1fa79,bandage,🩹
1fa7a,stethoscope,🩺
1fa81,kite,🪁
1fa90,planet-ringed,🪐
1fa91,chair,🪑
1fa93,axe,🪓
1fa95,banjo,🪕
1fa99,coin,🪙
1fa9b,screwdriver,🪛
1fa9f,window-frame,🪟
1faa5,toothbrush,🪥
1faa6,tombstone-blank,🪦
1fab6,feather,🪶
1fac1,lungs,🫁
1fad1,pepper,🫑
1fad3,flatbread,🫓
1fad4,tamale,🫔
1fad5,fondue-pot,🫕
1fae0,face-melting,🫠
1fae1,face-saluting,🫡
1fae2,face-hand-over-mouth,🫢
1fae3,face-hand-peeking,🫣
1fae4,face-diagonal-mouth,🫤
